Date_Time,Diameter_cm,Method
Date_Time,Diameter_cm,Method
Date_Time,Diameter_cm,Method
Date_Time,Diameter_cm,Method
Date_Time,Diameter_cm,Method
2026-03-02 20:30:47,7.8,ROUND
2026-03-02 20:30:58,10.1,ROUND
Date_Time,Diameter_cm,Method
Date_Time,Diameter_cm,Method
2026-03-02 20:42:25,4.1,ROUND
2026-03-02 20:42:33,8.5,ROUND
2026-03-02 20:44:54,9.7,ROUND
2026-03-02 20:45:42,11.2,BOX
