time,target_left,curr_left,target_right,curr_right
30.7130765914917,0.0,0.010545200811209677,0.0,0.0008788744627792736
30.763509511947632,0.0,0.010545200811209677,0.0,0.0008788744627792736
30.86313772201538,0.0,-0.045888812604944124,0.0,-0.03162643228106837
30.913161993026733,0.0,-0.032423295085454065,0.0,-0.011385515621184613
31.0133159160614,0.0,0.01669938186344981,0.0,0.007772538767558379
48.913084745407104,0.04967331886291504,-1.4466509487182985e-166,0.04967331886291504,8.848852924489913e-172
48.963929653167725,0.10051822662353516,-3.1247660492315246e-167,0.10051822662353516,0.01663196235895157
49.013275384902954,0.14986395835876465,0.09501911967992784,0.14986395835876465,0.1010066261291504
49.06418037414551,0.20076894760131836,0.16227298654317857,0.20076894760131836,0.1594389023923874
49.11302924156189,0.2496178150177002,0.21565428439569473,0.2496178150177002,0.21463401410140992
49.16299891471863,0.2995874881744385,0.26772594286778645,0.2995874881744385,0.2825952862831177
49.21307110786438,0.34965968132019043,0.3222736090437618,0.34965968132019043,0.31507700902696445
49.26302742958069,0.399616003036499,0.3707433832889574,0.399616003036499,0.3439722903578615
49.31314182281494,0.44973039627075195,0.38638890466416353,0.44973039627075195,0.37870068080921704
49.36348533630371,0.5000739097595215,0.39291820173737213,0.5000739097595215,0.41473682186973
49.41372990608215,0.5503184795379639,0.427955884618557,0.5503184795379639,0.46749051616897075
49.463008642196655,0.5995972156524658,0.49224732478248945,0.5995972156524658,0.5138717777954693
49.51310992240906,0.6496984958648682,0.5544773584358258,0.6496984958648682,0.5434126026902374
49.56300187110901,0.6995904445648193,0.6685061321539194,0.6995904445648193,0.5981998894387817
49.61329507827759,0.7498836517333984,0.7262431573587362,0.7498836517333984,0.666945859924829
49.66302800178528,0.7996165752410889,0.7303242084402217,0.7996165752410889,0.7039876002559218
49.71299958229065,0.84958815574646,0.7507445115403304,0.84958815574646,0.6991371559295712
49.76302242279053,0.8996109962463379,0.7708177458723534,0.8996109962463379,0.696124300260317
49.81318974494934,0.9497783184051514,0.8393466719918304,0.9497783184051514,0.7567091577883858
49.86311459541321,0.9997031688690186,0.8711240881299802,0.9997031688690186,0.8302256748784649
49.91307592391968,1.0496644973754883,0.9519025071681558,1.0496644973754883,0.9377462105068721
49.963486194610596,1.1000747680664062,0.9848955601771243,1.1000747680664062,0.9603471363584932
50.01310324668884,1.1496918201446533,1.000991294276222,1.1496918201446533,0.9702551199794078
50.06314206123352,1.199730634689331,1.0650619255405318,1.199730634689331,1.0423136561017095
50.113213539123535,1.2498021125793457,1.1256416745269888,1.2498021125793457,1.068568783124716
50.163243770599365,1.2998323440551758,1.1210213079673501,1.2998323440551758,1.050667220516359
50.213042974472046,1.3496315479278564,1.1741352371492435,1.3496315479278564,1.1687969600551176
50.26309132575989,1.3996798992156982,1.2354853734535616,1.3996798992156982,1.2168593395492857
50.31310725212097,1.4496958255767822,1.260319330161666,1.4496958255767822,1.2169513364580187
50.363537073135376,1.5001256465911865,1.337476922702499,1.5001256465911865,1.2641061470489592
50.4132342338562,1.5498228073120117,1.4112183452719598,1.5498228073120117,1.3465513727276643
50.46319103240967,1.5997796058654785,1.4112183452719598,1.5997796058654785,1.3465513727276643
50.51390242576599,1.6504909992218018,1.435345394243718,1.6504909992218018,1.4531105268538695
50.56330227851868,1.6998908519744873,1.435345394243718,1.6998908519744873,1.4531105268538695
50.613831758499146,1.750420331954956,1.4765547544185864,1.750420331954956,1.5243060740081593
50.66388392448425,1.8004724979400635,1.4925102013602585,1.8004724979400635,1.5407280297427253
50.7134952545166,1.850083827972412,1.601126200529517,1.850083827972412,1.6131644324428651
